Date,Open,High,Low,Close,Volume
2021-02-02,6.3676934242248535,6.441521682352494,6.2754081015653025,6.3676934242248535,623081
2021-02-03,6.367692625382676,6.441520874248388,6.210807376517502,6.275407314300537,164428
2021-02-04,6.275408224280627,6.275408224280627,6.183122459765301,6.210808277130127,141735
2021-02-07,6.2108074716282475,5.906265720367974,5.149525277803747,5.555581092834473,5687085
2021-02-08,5.555582221502788,5.712467504643172,5.35255449276599,5.463296890258789,5131269
2021-02-09,5.463295712522105,5.537123961601959,5.352553338902324,5.426381587982178,1673930
2021-02-10,5.426382291803258,5.675552884791615,5.463296421131079,5.527895927429199,4087829
2021-02-11,5.527895881508205,5.638638708622844,5.481753440257307,5.5371246337890625,782196
2021-02-14,5.537124234559351,5.620181238894093,5.417153103864968,5.454067230224609,905731
2021-02-15,5.454067616033201,5.454067616033201,5.36178229360604,5.398696422576904,1431710
2021-02-16,5.398696073147982,5.435610199729592,5.3617819465663725,5.380239009857178,628460
2021-02-17,5.380239349685258,5.3986964141418525,5.30641109185888,5.334096908569336,237196
2021-02-18,5.334097477620105,5.352554544045732,5.18644050616392,5.251040458679199,1595273
2021-02-21,5.251039644248052,5.35255371386985,5.260267956003975,5.297182083129883,229700
2021-02-22,5.297182005023007,5.463296014691348,5.297182005023007,5.380239009857178,2497185
2021-02-23,5.380239705331623,5.3986967710082725,5.260268558407823,5.278725624084473,1112765
2021-02-24,5.278724925110392,5.260267861877706,5.204896672179647,5.2418107986450195,989940
2021-02-25,5.241811191413381,5.371011083774219,5.260268256029054,5.324868202209473,668260
2021-02-28,5.324868028406492,5.398696284459437,5.260268084334606,5.352553844451904,1024757
2021-03-01,5.3525543268422275,5.3525543268422275,5.214126114241778,5.278725624084473,1035702
2021-03-02,5.278724752175919,5.334096380111067,5.2048965016638356,5.269496440887451,1594553
2021-03-03,5.269496825161713,5.27872513712315,5.167982753279215,5.214125633239746,298218
2021-03-04,5.214125633239746,5.214125633239746,5.214125633239746,5.214125633239746,0
2021-03-07,5.2510403751614545,5.287954507425589,5.214126242897321,5.260268688201904,356376
2021-03-08,5.260267765741625,5.2510394543194865,5.1495253883694225,5.186439514160156,309664
2021-03-09,5.186439514160156,5.241810702846258,5.1402970769472835,5.186439514160156,485914
2021-03-10,5.1864399829368155,5.241811176627645,5.057240530991547,5.121840476989746,1139288
2021-03-11,5.12184065256737,5.1679830955326,5.0756977695509935,5.0941548347473145,183640
2021-03-14,5.094155095262611,5.149526293683261,5.029555143746268,5.057240962982178,245457
2021-03-15,5.0572404306751695,5.14952575166263,4.798841091859158,4.928040981292725,404282
2021-03-16,4.928041286545196,4.983412482567472,4.826527207145449,4.881898403167725,574952
2021-03-17,4.881898054470431,5.05724038270911,4.798841046343921,4.863440990447998,899184
2021-03-18,4.86344142496675,4.983412571856815,4.84498435929529,4.937269687652588,372112
2021-03-21,4.93726959919,5.011097860553035,4.798841389108736,4.881898403167725,103982
2021-03-22,4.881898222135973,4.8449840928233145,4.660413446260023,4.771155834197998,410581
2021-03-23,4.771156011123173,5.140297757989495,4.632727801041908,4.881898403167725,966275
2021-03-24,4.881897984867858,5.149525629403063,4.854212609254485,5.011097431182861,1322342
2021-03-25,5.01109717729965,5.15875411994413,4.937268926002955,5.048011302947998,507823
2021-03-28,5.048011571437276,5.241810961424281,5.07569738717161,5.1495256423950195,459595
2021-03-29,5.149525689305226,5.2602680731491605,5.167982753279215,5.214125633239746,480979
2021-03-30,5.214126114241778,5.306411442625025,5.177211982888479,5.278725624084473,715214
2021-03-31,5.278725007902181,5.278725007902181,5.103383124467139,5.2325825691223145,605138
2021-04-01,5.232583309029388,5.306411573557655,5.16798335754157,5.260268688201904,1274385
2021-04-04,5.2602680731491605,5.287953889135703,5.167982753279215,5.214125633239746,287506
2021-04-05,5.214125585741058,5.241810961424281,5.07569738717161,5.1495256423950195,244444
2021-04-06,5.14952559690792,5.177211412397699,5.112611469622288,5.158754348754883,64482
2021-04-07,5.158754383455323,5.140297319688355,5.0018691214105395,5.084926128387451,405237
2021-04-08,5.084926128387451,5.131068567779315,4.9926403695015,5.084926128387451,357861
2021-04-11,5.084926692268311,5.204897400031914,4.983412610267269,5.140297889709473,72664
2021-04-12,5.140297504070117,5.214125761786199,5.140297504070117,5.195668697357178,168108
2021-04-13,5.1956688263619055,5.223354203667281,5.121840566812722,5.177211761474609,189730
2021-04-14,5.177211234346457,5.223353671841043,5.020325978752459,5.112611293792725,1059968
2021-04-15,5.11261154989279,5.11261154989279,4.992640414305325,5.075697422027588,570995
2021-04-18,5.075697422027588,5.204896869555796,5.038783294162386,5.075697422027588,1647758
2021-04-19,5.075697376478411,5.121840255921387,5.057240312711444,5.084926128387451,954425
2021-04-20,5.084926060944971,5.3986961408218255,5.094154372680502,5.2325825691223145,826853
2021-04-21,5.232583133901341,5.398696723530327,5.260268512147261,5.287954330444336,717756
2021-04-22,5.287954419963168,5.2141261566560155,5.075697942929524,5.204897403717041,1434764
2021-04-25,5.20489718521869,5.260268380374606,5.121840612510387,5.167983055114746,416817
2021-04-26,5.167983055114746,5.306411263030108,5.075697729854886,5.167983055114746,590651
2021-04-27,5.167982695313251,5.241810950381123,5.048011560802403,5.084926128387451,1739990
2021-04-28,5.084926174019446,5.186439805623195,5.029554542170527,5.075697422027588,424874
2021-05-04,5.075697494872661,5.075697494872661,4.81729815605665,4.928040981292725,642337
2021-05-05,4.928041371892767,4.9372696846973945,4.6511849469354285,4.734241962432861,8706597
2021-05-06,4.734241165271411,4.734241165271411,4.614270038654143,4.641955852508545,3939925
2021-05-09,4.641956201288899,4.678870329167644,4.614270385354283,4.6604132652282715,600561
2021-05-10,4.660413658916865,4.688099037139089,4.429700120159618,4.531213760375977,2086577
2021-05-11,4.5312134484281765,4.558899264795546,4.429699815200443,4.438928127288818,6127800
2021-05-17,4.438927841178244,4.521984844875798,4.162071895604885,4.2728142738342285,3284880
2021-05-18,4.272814447298647,4.328185638661235,4.208214504016738,4.245128631591797,2842860
2021-05-19,4.245129521532272,4.475843087268278,4.32818654601362,4.392786502838135,5572900
2021-05-20,4.392785340435447,4.485070654299409,4.291271275159546,4.420470714569092,1127057
2021-05-23,4.420471017566251,4.485070961724512,4.420471017566251,4.448156833648682,249794
2021-05-24,4.448156302409954,4.503527487910775,4.291271056798761,4.383556365966797,315815
2021-05-25,4.3835569626763515,4.392785714874947,4.189757567017097,4.2266716957092285,2267758
2021-05-26,4.226671567804267,4.3743280781045035,4.217443255936058,4.245128631591797,400332
2021-05-27,4.2451287600552945,4.272814576599956,4.152843438324965,4.2266716957092285,916358
2021-05-30,4.2266722186983925,4.217443905409052,4.125158132208576,4.152843952178955,684930
2021-05-31,4.1528440472122865,4.198986934868454,4.032872891347202,4.06978702545166,820854
2021-06-01,4.069786391164557,4.152843399980527,3.6637307592747765,3.7467875480651855,3492951
2021-06-02,3.746787205563969,3.9313582704995484,3.709873080587069,3.903672456741333,5604760
2021-06-03,3.9036732520561084,4.097472667694092,4.097472667694092,4.097472667694092,2509305
2021-06-06,4.097471755691956,4.300499439239502,4.300499439239502,4.300499439239502,1283971
2021-06-07,4.300499436319773,4.512755870819092,4.512755870819092,4.512755870819092,869111
2021-06-08,4.512756734456759,4.734241962432861,4.734241962432861,4.734241962432861,269155
2021-06-09,4.734241797168126,4.9649553298950195,4.9649553298950195,4.9649553298950195,2163641
2021-06-10,4.964955547968795,5.204897403717041,5.204897403717041,5.204897403717041,707333
2021-06-13,5.204897522724421,5.463296890258789,5.463296890258789,5.463296890258789,485319
2021-06-14,5.463296014691348,5.657095399270346,5.195668376949132,5.380239009857178,14532577
2021-06-15,5.380239341647381,5.426382222745495,5.112611687401023,5.195668697357178,2255707
2021-06-16,5.195668376726658,5.131068435186058,4.937269050615359,5.02955436706543,484071
2021-06-17,5.029555141525485,5.278725754333971,4.983412696220901,5.260268688201904,2226022
2021-06-20,5.260268512147261,5.509439116616318,5.140297806329681,5.287954330444336,1730320
2021-06-21,5.287953990774341,5.463296321923012,5.186439916940662,5.407925128936768,922757
2021-06-22,5.407925213005564,5.435610589903506,5.260268256029054,5.324868202209473,784884
2021-06-23,5.324868549111096,5.40792556531814,5.278725664540258,5.343325614929199,183330
2021-06-24,5.343324931657751,5.463296064159832,5.343324931657751,5.444839000701904,1879985
2021-06-27,5.444839000701904,5.48175312761776,5.352553683412267,5.444839000701904,722179
2021-06-28,5.444838918660248,5.50021010819971,5.380238977505327,5.454067230224609,882667
2021-06-29,5.454067058543247,5.610952310658887,5.435609995944412,5.481752872467041,6250156
2021-06-30,5.481752774792069,5.490981085901512,5.26949633866195,5.426381587982178,1471086
2021-07-04,5.4263822776212365,5.4171535252878344,5.278725320644726,5.324868202209473,128200
2021-07-05,5.324868156315475,5.35255397302593,5.186439952865452,5.334096908569336,308246
2021-07-06,5.334097300779117,5.260268597473075,5.075697939335871,5.140297889709473,661838
2021-07-07,5.140297057119956,5.167982431330673,4.918811863178781,5.048011302947998,1798416
2021-07-08,5.0480114303554435,5.075697245316015,4.90035492403533,5.02955436706543,1759878
2021-07-11,5.0295548865346165,5.214125978548977,4.9095841827841005,5.0941548347473145,73031
2021-07-12,5.094154794906858,5.214125937770247,5.094154794906858,5.167983055114746,74764
2021-07-13,5.167982660550736,5.186439724193552,5.12184022146925,5.158754348754883,519117
2021-07-14,5.158754171338404,5.167982482816884,5.0018689157444065,5.112611293792725,250652
2021-07-15,5.112611293792725,5.167982482816884,5.011097227222886,5.112611293792725,54784
2021-07-18,5.112612070963312,5.186440334218194,5.084926692268311,5.140297889709473,39829
2021-07-25,5.1402976775623594,5.23258300282222,5.001869469646998,5.167983055114746,197440
2021-07-26,5.167982706200871,5.232582649546911,5.07569738717161,5.1495256423950195,20654
2021-07-27,5.149525853809596,5.232582864371405,5.103383412426137,5.121840476989746,2083559
